Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.443e6 .
The synthetic times include Normally sampled noise with zero mean and 30 second standard deviation.
#body	ntrans	tt	sigtt
1.0	35.0	63.29419370088726	0.00034722222222222224
1.0	36.0	65.06235786387697	0.00034722222222222224
1.0	37.0	66.83165751118213	0.00034722222222222224
1.0	38.0	68.60062773572281	0.00034722222222222224
1.0	39.0	70.37023690575734	0.00034722222222222224
1.0	40.0	72.1390345026739	0.00034722222222222224
1.0	41.0	73.9084104243666	0.00034722222222222224
1.0	42.0	75.6774174249731	0.00034722222222222224
1.0	43.0	77.44744865316898	0.00034722222222222224
1.0	44.0	79.21552116097882	0.00034722222222222224
1.0	45.0	80.9853556859307	0.00034722222222222224
1.0	46.0	82.75426139775664	0.00034722222222222224
1.0	47.0	84.52330308174714	0.00034722222222222224
1.0	48.0	86.29182029003277	0.00034722222222222224
1.0	49.0	88.06163441203535	0.00034722222222222224
1.0	50.0	89.83044775947928	0.00034722222222222224
1.0	51.0	91.59977413946763	0.00034722222222222224
1.0	52.0	93.36881599621847	0.00034722222222222224
1.0	53.0	95.13810644159093	0.00034722222222222224
1.0	54.0	96.90775517839938	0.00034722222222222224
1.0	55.0	98.6767442598939	0.00034722222222222224
1.0	56.0	100.44569276832044	0.00034722222222222224
1.0	57.0	102.21482505835593	0.00034722222222222224
1.0	58.0	103.98378289118409	0.00034722222222222224
1.0	59.0	105.7534792474471	0.00034722222222222224
1.0	60.0	107.52265533991158	0.00034722222222222224
1.0	61.0	109.29211623268202	0.00034722222222222224
1.0	62.0	111.06109277857468	0.00034722222222222224
1.0	63.0	112.82959909643978	0.00034722222222222224
1.0	64.0	114.59932494629174	0.00034722222222222224
1.0	65.0	116.36789061455056	0.00034722222222222224
1.0	66.0	118.13800847670063	0.00034722222222222224
1.0	67.0	119.90657253656536	0.00034722222222222224
1.0	68.0	121.67532214522362	0.00034722222222222224
1.0	69.0	123.44510111631826	0.00034722222222222224
1.0	70.0	125.21461350424215	0.00034722222222222224
1.0	71.0	126.98300046892837	0.00034722222222222224
1.0	72.0	128.75222856691107	0.00034722222222222224
1.0	73.0	130.52106432570145	0.00034722222222222224
1.0	74.0	132.29066343652084	0.00034722222222222224
1.0	75.0	134.05955898435786	0.00034722222222222224
1.0	76.0	135.82888036035	0.00034722222222222224
1.0	77.0	137.59847114188597	0.00034722222222222224
1.0	78.0	139.367778908927	0.00034722222222222224
1.0	79.0	141.1363483229652	0.00034722222222222224
1.0	80.0	142.90600279858336	0.00034722222222222224
1.0	81.0	144.67613722290844	0.00034722222222222224
1.0	82.0	146.4445562469773	0.00034722222222222224
1.0	83.0	148.21357599040493	0.00034722222222222224
1.0	84.0	149.98283044155687	0.00034722222222222224
1.0	85.0	151.7512828358449	0.00034722222222222224
1.0	86.0	153.52067723032087	0.00034722222222222224
1.0	87.0	155.29018953628838	0.00034722222222222224
