Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.451545e6 .
These true transit times include no white noise.
#body	ntrans	tt
4.0	16.0	279.76594423269853
4.0	17.0	296.4551353016868
4.0	18.0	313.14413522090763
4.0	19.0	329.8331347387284
4.0	20.0	346.5222647585906
4.0	21.0	363.2112552067265
4.0	22.0	379.90030772285536
4.0	23.0	396.5893631577492
4.0	24.0	413.2784168398939
4.0	25.0	429.9673940730281
4.0	26.0	446.6565287858248
4.0	27.0	463.34550872584805
4.0	28.0	480.0345068029128
4.0	29.0	496.7236686889082
4.0	30.0	513.4125849232078
4.0	31.0	530.1016464801505
4.0	32.0	546.7907355953939
4.0	33.0	563.4797318233177
4.0	34.0	580.1687086750753
4.0	35.0	596.8578445897438
4.0	36.0	613.5468454482034
4.0	37.0	630.2357708467171
4.0	38.0	646.9249674668536
4.0	39.0	663.613903362304
4.0	40.0	680.3029017765075
4.0	41.0	696.992007877212
4.0	42.0	713.6810183157213
4.0	43.0	730.3699904582463
